Planet Name,Planet Host,Num Planets,Orbital Period Days,Equilibrium Temperature,Distance,Mass
Kepler-1167 b,Kepler-1167,1,1.00393374,,820.905,
Kepler-1168 b,Kepler-1168,1,55.8226539,,752.666,
Kepler-1169 b,Kepler-1169,1,6.11009134,,522.823,
Kepler-1170 b,Kepler-1170,1,9.98969327,,1050.45,
Kepler-1171 b,Kepler-1171,1,1.44259224,,573.0,
Kepler-1172 b,Kepler-1172,1,26.0204423,,1306.53,
Kepler-1173 b,Kepler-1173,1,0.7698536,,377.06,
Kepler-1174 b,Kepler-1174,1,6.89225223,,1408.75,
Kepler-1175 b,Kepler-1175,1,37.94563,,1121.89,
Kepler-1176 b,Kepler-1176,1,24.1738579,,864.699,
Kepler-1177 b,Kepler-1177,1,106.247547,,1299.97,
Kepler-1178 b,Kepler-1178,1,31.80634,,482.287,
Kepler-1179 b,Kepler-1179,1,2.68505749,,415.205,
Kepler-118 b,Kepler-118,2,7.518496,,574.228,
Kepler-118 c,Kepler-118,2,20.17202,,574.228,
Kepler-1180 b,Kepler-1180,1,16.8601286,,1596.8,
Kepler-1181 b,Kepler-1181,1,4.89337519,,938.417,
Kepler-1182 b,Kepler-1182,1,11.17394617,,1545.39,
Kepler-1183 b,Kepler-1183,1,28.5057189,,1919.19,
Kepler-1184 b,Kepler-1184,1,53.5991044,,1157.84,
Kepler-1185 b,Kepler-1185,1,104.3518976,,459.273,
Kepler-1186 b,Kepler-1186,1,16.07677615,,1337.25,
Kepler-1187 b,Kepler-1187,1,18.87064068,,1020.53,
Kepler-1188 b,Kepler-1188,1,17.1369543,,1717.48,
Kepler-1189 b,Kepler-1189,1,3.78858982,,782.852,
Kepler-119 b,Kepler-119,2,2.422082,,701.996,
Kepler-119 c,Kepler-119,2,4.125103,,701.996,
Kepler-1190 b,Kepler-1190,1,10.45843441,,342.509,
Kepler-1191 b,Kepler-1191,1,5.60014851,,955.536,
Kepler-1192 b,Kepler-1192,1,25.2034787,,1304.19,
Kepler-1193 b,Kepler-1193,1,2.83265213,,802.116,
Kepler-1194 b,Kepler-1194,1,16.22371307,,757.382,
Kepler-1195 b,Kepler-1195,1,8.49642241,,918.566,
Kepler-1196 b,Kepler-1196,1,66.1849031,,922.333,
Kepler-1197 b,Kepler-1197,1,2.03231845,,486.94,
Kepler-1198 b,Kepler-1198,1,7.6847716,,743.03,
Kepler-1199 b,Kepler-1199,1,15.0447198,,563.493,
Kepler-120 b,Kepler-120,2,6.312501,,388.63,
Kepler-120 c,Kepler-120,2,12.794585,,388.63,
Kepler-1200 b,Kepler-1200,1,1.11854972,,588.715,
Kepler-1201 b,Kepler-1201,1,15.18725932,,944.241,
Kepler-1202 b,Kepler-1202,1,28.6851324,,1175.38,
Kepler-1203 b,Kepler-1203,1,0.58800076,,317.022,
Kepler-1204 b,Kepler-1204,1,85.7350285,,1175.22,
Kepler-1205 b,Kepler-1205,1,1.07839035,,698.485,
Kepler-1206 b,Kepler-1206,1,1.21699766,,762.019,
Kepler-1207 b,Kepler-1207,1,13.68237119,,1754.19,
Kepler-1208 b,Kepler-1208,1,11.08507637,,825.176,
Kepler-1209 b,Kepler-1209,1,25.369116,,505.531,
Kepler-121 b,Kepler-121,2,3.177422,,510.523,
Kepler-121 c,Kepler-121,2,41.008011,,510.523,
Kepler-1210 b,Kepler-1210,1,8.07124073,,1176.53,
Kepler-1211 b,Kepler-1211,1,11.01816836,,1826.53,
Kepler-1212 b,Kepler-1212,1,12.94130146,,1316.57,
Kepler-1213 b,Kepler-1213,1,5.34982412,,807.812,
Kepler-1214 b,Kepler-1214,1,18.82634264,,729.227,
Kepler-1215 b,Kepler-1215,1,4.76703963,,661.022,
Kepler-1216 b,Kepler-1216,1,4.37034536,,1258.36,
Kepler-1217 b,Kepler-1217,1,2.03232507,,1347.71,
Kepler-1218 b,Kepler-1218,1,22.9221266,,840.503,
Kepler-1219 b,Kepler-1219,1,16.10467749,,880.895,
Kepler-122 b,Kepler-122,5,5.766193,,1027.45,
Kepler-122 c,Kepler-122,5,12.465988,,1027.45,
Kepler-122 d,Kepler-122,5,21.587475,,1027.45,
Kepler-122 e,Kepler-122,5,37.993273,,1027.45,
Kepler-1220 b,Kepler-1220,1,7.42693741,,961.907,
Kepler-1221 b,Kepler-1221,1,12.00096042,,913.65,
Kepler-1222 b,Kepler-1222,1,1.91694425,,415.218,
Kepler-1223 b,Kepler-1223,1,16.301259,,459.957,
Kepler-1224 b,Kepler-1224,1,13.32351601,,559.598,
Kepler-1225 b,Kepler-1225,1,7.01075434,,1347.52,
Kepler-1226 b,Kepler-1226,1,17.2923453,,1125.72,
Kepler-1227 b,Kepler-1227,1,94.2887577,,623.706,
Kepler-1228 b,Kepler-1228,1,0.57736958,,515.453,
Kepler-1229 b,Kepler-1229,1,86.828989,,265.482,
Kepler-123 b,Kepler-123,2,17.232366,,1021.66,
Kepler-123 c,Kepler-123,2,26.695074,,1021.66,
Kepler-1230 b,Kepler-1230,1,9.95661537,,1364.22,
Kepler-1231 b,Kepler-1231,1,10.41725184,,987.237,
Kepler-1232 b,Kepler-1232,1,26.7839183,,632.865,
Kepler-1233 b,Kepler-1233,1,45.1263042,,1178.7,
Kepler-1234 b,Kepler-1234,1,11.94014029,,916.749,
Kepler-1235 b,Kepler-1235,1,4.16055856,,540.604,
Kepler-1236 b,Kepler-1236,1,31.0571618,,999.64,
Kepler-1237 b,Kepler-1237,1,84.5733226,,1064.31,
Kepler-1238 b,Kepler-1238,1,4.14787559,,1632.13,
Kepler-1239 b,Kepler-1239,1,5.19104016,,2140.6,
Kepler-124 b,Kepler-124,3,3.410493,,420.046,
Kepler-124 c,Kepler-124,3,13.821375,,420.046,
Kepler-124 d,Kepler-124,3,30.950851,,420.046,
Kepler-1240 b,Kepler-1240,1,4.8663815,,862.186,
Kepler-1241 b,Kepler-1241,1,18.5525701,,968.722,
Kepler-1242 b,Kepler-1242,1,13.62798432,,687.615,
Kepler-1243 b,Kepler-1243,1,16.8320729,,758.17,
Kepler-1244 b,Kepler-1244,1,3.70428172,,1075.81,
Kepler-1245 b,Kepler-1245,2,4.35409304,,805.936,
Kepler-1245 c,Kepler-1245,2,2.93658468,,805.936,
Kepler-1246 b,Kepler-1246,1,11.32271513,,436.505,
Kepler-1247 b,Kepler-1247,1,13.71220213,,1045.92,
Kepler-1248 b,Kepler-1248,1,7.46725407,,593.026,
Kepler-1249 b,Kepler-1249,1,24.3347127,,1904.54,
Kepler-125 b,Kepler-125,2,4.164389,,183.365,
Kepler-125 c,Kepler-125,2,5.774464,,183.365,
Kepler-1250 b,Kepler-1250,1,2.60754383,,2126.85,
Kepler-1251 b,Kepler-1251,1,45.0904643,,902.204,
Kepler-1252 b,Kepler-1252,1,15.0540329,,648.979,
Kepler-1253 b,Kepler-1253,1,68.8861915,,514.524,
Kepler-1254 b,Kepler-1254,3,9.99113313,,622.818,
Kepler-1254 c,Kepler-1254,3,3.60084276,,622.818,
Kepler-1254 d,Kepler-1254,3,5.72717226,,622.818,
Kepler-1255 b,Kepler-1255,1,36.2919336,,1617.07,
Kepler-1256 b,Kepler-1256,1,12.4127754,,891.192,
Kepler-1257 b,Kepler-1257,1,2.66831376,,1105.95,
Kepler-1258 b,Kepler-1258,1,0.98494017,,717.555,
Kepler-1259 b,Kepler-1259,1,0.66308526,,805.562,
Kepler-126 b,Kepler-126,3,10.495711,,237.401,
Kepler-126 c,Kepler-126,3,21.869741,,237.401,
Kepler-126 d,Kepler-126,3,100.283134,,237.401,
Kepler-1260 b,Kepler-1260,1,19.1187753,,1734.43,
Kepler-1261 b,Kepler-1261,1,48.4308991,,744.294,
Kepler-1262 b,Kepler-1262,1,8.67900242,,1054.87,
Kepler-1263 b,Kepler-1263,1,4.55139967,,664.83,
Kepler-1264 b,Kepler-1264,1,0.96852602,,801.993,
Kepler-1265 b,Kepler-1265,1,6.49441289,,583.641,
Kepler-1266 b,Kepler-1266,1,28.474748,,849.312,
Kepler-1267 b,Kepler-1267,1,13.0313945,,1379.43,
Kepler-1268 b,Kepler-1268,1,40.9903986,,1840.77,
Kepler-1269 b,Kepler-1269,1,37.3331536,,1097.23,
Kepler-127 b,Kepler-127,3,14.435889,,352.794,
Kepler-127 c,Kepler-127,3,29.393195,,352.794,
Kepler-127 d,Kepler-127,3,48.630408,,352.794,
Kepler-1270 b,Kepler-1270,1,6.03356196,,1095.05,
Kepler-1271 b,Kepler-1271,1,3.0255955,,831.991,
Kepler-1272 b,Kepler-1272,1,51.1309704,,1206.37,
Kepler-1273 b,Kepler-1273,1,28.625653,,1114.24,
Kepler-1274 b,Kepler-1274,1,6.98152703,,614.648,
Kepler-1275 b,Kepler-1275,1,3.65691115,,1153.98,
Kepler-1276 b,Kepler-1276,1,12.5720095,,538.481,
Kepler-1277 b,Kepler-1277,1,40.8365012,,557.193,
Kepler-1278 b,Kepler-1278,1,3.23941344,,889.426,
Kepler-1279 b,Kepler-1279,1,23.4774101,,1494.22,
Kepler-1280 b,Kepler-1280,1,66.5579057,,1486.7,
Kepler-1281 b,Kepler-1281,1,3.11602791,,,
Kepler-1282 b,Kepler-1282,1,2.13194651,,1103.29,
Kepler-1283 b,Kepler-1283,1,12.9460978,,2921.99,
Kepler-1284 b,Kepler-1284,1,0.66407381,,882.324,
Kepler-1285 b,Kepler-1285,1,14.7967458,,422.269,
Kepler-1286 b,Kepler-1286,1,11.25402929,,1354.46,
Kepler-1287 b,Kepler-1287,1,11.47685909,,1003.26,
Kepler-1288 b,Kepler-1288,1,2.76122421,,814.078,
Kepler-1289 b,Kepler-1289,1,7.99019627,,1053.57,
Kepler-1290 b,Kepler-1290,1,4.69500134,,1593.7,
Kepler-1291 b,Kepler-1291,1,8.63043276,,897.352,
Kepler-1292 b,Kepler-1292,1,3.27646405,,1493.43,
Kepler-1293 b,Kepler-1293,1,5.57654784,,1028.16,
Kepler-1294 b,Kepler-1294,1,115.6862258,,1855.7,
Kepler-1295 b,Kepler-1295,1,3.81371974,,1174.46,
Kepler-1296 b,Kepler-1296,1,8.3839865,,1551.54,
Kepler-1297 b,Kepler-1297,1,1.68189002,,1439.47,
Kepler-1298 b,Kepler-1298,1,7.12811928,,544.163,
Kepler-1299 b,Kepler-1299,1,19.9400874,,1404.94,
Kepler-130 b,Kepler-130,3,8.457458,,316.663,
Kepler-130 c,Kepler-130,3,27.50868,683.0,316.663,
Kepler-130 d,Kepler-130,3,87.517905,,316.663,
Kepler-1300 b,Kepler-1300,1,22.2419092,,777.025,
Kepler-1301 b,Kepler-1301,1,9.08237046,,854.28,
Kepler-1302 b,Kepler-1302,1,8.83922659,,634.58,
Kepler-1303 b,Kepler-1303,1,7.56127224,,897.783,
Kepler-1304 b,Kepler-1304,1,16.1288853,,2176.08,
Kepler-1305 b,Kepler-1305,1,13.5630972,,1575.23,
Kepler-1306 b,Kepler-1306,1,16.29595382,,1107.5,
Kepler-1307 b,Kepler-1307,1,18.01621096,,1014.62,
Kepler-1308 b,Kepler-1308,1,2.10433812,,112.705,
Kepler-1309 b,Kepler-1309,1,28.8432647,,,
Kepler-1310 b,Kepler-1310,1,0.67933627,,569.185,
Kepler-1311 b,Kepler-1311,2,11.1726994,,866.331,
Kepler-1311 c,Kepler-1311,2,2.53573424,,866.331,
Kepler-1312 b,Kepler-1312,1,5.44832529,,299.104,
Kepler-1313 b,Kepler-1313,1,3.83309118,,174.234,
Kepler-1314 b,Kepler-1314,1,5.42474928,,,
Kepler-1315 b,Kepler-1315,1,0.84338011,,480.869,
Kepler-1316 b,Kepler-1316,1,87.9732136,,800.871,
Kepler-1317 b,Kepler-1317,1,0.56887443,,728.303,
Kepler-1318 b,Kepler-1318,1,213.257663,,475.248,
Kepler-1319 b,Kepler-1319,1,2.88676265,,103.917,
Kepler-132 b,Kepler-132,4,6.178196,,349.549,
Kepler-132 c,Kepler-132,4,6.414914,,349.549,
Kepler-132 d,Kepler-132,4,18.010199,,349.549,
Kepler-132 e,Kepler-132,4,110.2869374,,349.549,
Kepler-1320 b,Kepler-1320,1,0.86838653,,647.424,
Kepler-1321 b,Kepler-1321,2,11.12830484,,769.146,
Kepler-1321 c,Kepler-1321,2,2.22649109,,769.146,
Kepler-1322 b,Kepler-1322,1,0.96286738,,1350.32,
Kepler-1323 b,Kepler-1323,1,0.92990668,,465.417,
Kepler-1324 b,Kepler-1324,1,4.11584468,,481.667,
Kepler-1325 b,Kepler-1325,1,33.8786838,,973.368,
Kepler-1326 b,Kepler-1326,1,42.3514267,,698.326,
Kepler-1327 b,Kepler-1327,1,14.88801098,,678.069,
Kepler-1328 b,Kepler-1328,1,4.52158888,,813.543,
Kepler-1329 b,Kepler-1329,1,9.33646594,,588.037,
Kepler-133 b,Kepler-133,2,8.129976,,653.6,
Kepler-133 c,Kepler-133,2,31.517586,,653.6,
Kepler-1330 b,Kepler-1330,1,10.10769068,,1720.48,
Kepler-1331 b,Kepler-1331,1,0.78916165,,319.197,
Kepler-1332 b,Kepler-1332,1,11.87456832,,528.685,
Kepler-1333 b,Kepler-1333,1,109.6471842,,932.446,
Kepler-1334 b,Kepler-1334,1,15.64591713,,1223.04,
Kepler-1335 b,Kepler-1335,1,6.26406846,,621.853,
Kepler-1336 b,Kepler-1336,2,23.198681,,1126.64,
Kepler-1336 c,Kepler-1336,2,5.77721211,,1126.64,
Kepler-1337 b,Kepler-1337,1,24.4002549,,601.629,
Kepler-1338 b,Kepler-1338,1,0.93511806,,753.26,
Kepler-1339 b,Kepler-1339,1,1.34155513,,371.049,
Kepler-134 b,Kepler-134,2,5.317429,,334.797,
Kepler-134 c,Kepler-134,2,10.105785,,334.797,
Kepler-1340 b,Kepler-1340,1,0.66502692,,981.779,
Kepler-1341 b,Kepler-1341,1,132.9968322,,476.957,
Kepler-1342 b,Kepler-1342,1,2.21571036,,890.724,
Kepler-1343 b,Kepler-1343,1,3.35183158,,1756.71,
Kepler-1344 b,Kepler-1344,1,4.7683049,,853.959,
Kepler-1345 b,Kepler-1345,1,44.6169557,,1355.02,
Kepler-1346 b,Kepler-1346,1,3.40165668,,843.701,
Kepler-1347 b,Kepler-1347,1,14.00947528,,,
Kepler-1348 b,Kepler-1348,1,27.5722742,,1213.82,
Kepler-1349 b,Kepler-1349,1,2.12823928,,276.323,
Kepler-135 b,Kepler-135,2,6.00253,,621.855,
Kepler-135 c,Kepler-135,2,11.448708,,621.855,
Kepler-1350 b,Kepler-1350,2,4.4968604,,340.691,
Kepler-1350 c,Kepler-1350,2,1.76678906,,340.691,
Kepler-1351 b,Kepler-1351,1,0.91614077,,202.782,
Kepler-1352 b,Kepler-1352,1,1.87788275,,670.829,
Kepler-1353 b,Kepler-1353,1,24.7543966,,593.384,
Kepler-1354 b,Kepler-1354,1,76.613377,,1119.45,
Kepler-1355 b,Kepler-1355,1,1.28958811,,911.269,
Kepler-1356 b,Kepler-1356,1,0.63400294,,845.228,
Kepler-1357 b,Kepler-1357,1,3.0091324,,1015.69,
Kepler-1358 b,Kepler-1358,1,7.06317341,,546.998,
Kepler-1359 b,Kepler-1359,1,59.4970952,,614.859,
Kepler-136 b,Kepler-136,2,11.5789,,420.818,
Kepler-136 c,Kepler-136,2,16.399235,,420.818,
Kepler-1360 b,Kepler-1360,1,40.5286413,,1516.27,
Kepler-1361 b,Kepler-1361,1,3.57554956,,389.143,
Kepler-1362 b,Kepler-1362,1,136.205626,,731.298,
Kepler-1363 b,Kepler-1363,1,2.94194094,,541.714,
Kepler-1364 b,Kepler-1364,1,13.32196237,,1056.9,
Kepler-1365 b,Kepler-1365,2,7.69993485,,840.128,
Kepler-1365 c,Kepler-1365,2,4.77468005,,840.128,
Kepler-1366 b,Kepler-1366,1,2.16457097,,465.826,
Kepler-1367 b,Kepler-1367,1,1.57409027,,401.484,
Kepler-1368 b,Kepler-1368,1,0.67564949,,1635.82,
Kepler-1369 b,Kepler-1369,1,25.873148,,1236.56,
Kepler-137 b,Kepler-137,2,8.436387,,302.979,
Kepler-137 c,Kepler-137,2,18.735753,,302.979,
Kepler-1370 b,Kepler-1370,2,20.2641684,,1004.1,
Kepler-1370 c,Kepler-1370,2,7.44142113,,1004.1,
Kepler-1371 b,Kepler-1371,2,3.4462039,,515.334,
Kepler-1371 c,Kepler-1371,2,2.00541269,,515.334,
Kepler-1372 b,Kepler-1372,1,1.31155557,,1303.22,
Kepler-1373 b,Kepler-1373,1,1.29123275,,1699.46,
Kepler-1374 b,Kepler-1374,1,10.65276707,,1078.46,
Kepler-1375 b,Kepler-1375,1,3.3004192,,1430.84,
Kepler-1376 b,Kepler-1376,1,5.30880656,,868.056,
Kepler-1377 b,Kepler-1377,1,0.74092842,,1146.1,
Kepler-1378 b,Kepler-1378,1,11.95398936,,506.434,
Kepler-1379 b,Kepler-1379,1,0.88184115,,971.325,
Kepler-1380 b,Kepler-1380,1,10.3108245,,2462.94,
Kepler-1381 b,Kepler-1381,1,25.3842686,,1197.04,
Kepler-1382 b,Kepler-1382,1,16.3583055,,738.261,
Kepler-1383 b,Kepler-1383,1,13.9093583,,1027.21,
Kepler-1384 b,Kepler-1384,1,15.36262753,,,
Kepler-1385 b,Kepler-1385,1,2.88879862,,688.795,
Kepler-1386 b,Kepler-1386,1,6.73972381,,835.882,
Kepler-1387 b,Kepler-1387,1,2.27952666,,455.358,
Kepler-1388 b,Kepler-1388,4,12.2854603,,453.795,
Kepler-1388 c,Kepler-1388,4,5.53608151,,453.795,
Kepler-1388 d,Kepler-1388,4,20.9568158,,453.795,
Kepler-1388 e,Kepler-1388,4,37.6327084,,453.795,
Kepler-1389 b,Kepler-1389,1,99.2530951,,497.093,
Kepler-139 b,Kepler-139,2,15.771044,,391.038,
Kepler-139 c,Kepler-139,2,157.072878,,391.038,
Kepler-1390 b,Kepler-1390,1,6.48021673,,723.431,
Kepler-1391 b,Kepler-1391,1,54.4092333,,1038.35,
Kepler-1392 b,Kepler-1392,1,15.1410397,,,
Kepler-1393 b,Kepler-1393,1,2.44357812,,544.456,
Kepler-1394 b,Kepler-1394,1,3.93766373,,640.409,
Kepler-1395 b,Kepler-1395,1,3.78470649,,492.894,
Kepler-1396 b,Kepler-1396,1,18.2206421,,1066.46,
Kepler-1397 b,Kepler-1397,1,47.449955,,1198.25,
Kepler-1398 b,Kepler-1398,2,2.78815679,,852.204,
Kepler-1398 c,Kepler-1398,2,4.13827595,,852.204,
Kepler-1399 b,Kepler-1399,1,1.63865306,,1385.7,
Kepler-140 b,Kepler-140,2,3.25427,,583.859,
Kepler-140 c,Kepler-140,2,91.353282,,583.859,
Kepler-1400 b,Kepler-1400,1,9.06689421,,752.237,
Kepler-1401 b,Kepler-1401,1,11.20066445,,1425.43,
Kepler-1402 b,Kepler-1402,1,2.03387914,,1493.64,
Kepler-1403 b,Kepler-1403,1,5.19492202,,2163.9,
Kepler-1404 b,Kepler-1404,1,15.9314739,,962.183,
Kepler-1405 b,Kepler-1405,1,28.2274184,,1530.3,
Kepler-1406 b,Kepler-1406,1,11.62905828,,572.403,
Kepler-1407 b,Kepler-1407,1,20.0711504,,1396.41,
Kepler-1408 b,Kepler-1408,1,2.99793191,,535.048,
Kepler-1409 b,Kepler-1409,1,0.76486493,,694.89,
Kepler-141 b,Kepler-141,2,3.107675,,301.183,
Kepler-141 c,Kepler-141,2,7.010606,,301.183,
Kepler-1410 b,Kepler-1410,1,60.866168,,,
Kepler-1411 b,Kepler-1411,1,86.1150888,,1660.48,
Kepler-1412 b,Kepler-1412,1,3.6146051,,755.678,
Kepler-1413 b,Kepler-1413,1,13.1829642,,1167.49,
Kepler-1414 b,Kepler-1414,1,3.51576315,,570.835,
Kepler-1415 b,Kepler-1415,1,0.63642408,,1043.56,
Kepler-1416 b,Kepler-1416,1,1.49514952,,949.59,
Kepler-1417 b,Kepler-1417,1,20.3505213,,991.845,
Kepler-1418 b,Kepler-1418,1,22.4764425,,,
Kepler-1419 b,Kepler-1419,1,42.5215895,,1498.58,
Kepler-142 b,Kepler-142,3,2.024152,,548.686,
Kepler-142 c,Kepler-142,3,4.761702,,548.686,
Kepler-142 d,Kepler-142,3,41.809118,,548.686,
Kepler-1420 b,Kepler-1420,1,6.69960006,,1054.37,
Kepler-1421 b,Kepler-1421,1,6.9131112,,783.401,
Kepler-1422 b,Kepler-1422,1,18.6051942,,2465.84,
Kepler-1423 b,Kepler-1423,1,23.955378,,,
Kepler-1424 b,Kepler-1424,1,29.6091744,,661.421,
Kepler-1425 b,Kepler-1425,1,14.4541302,,863.873,
Kepler-1426 b,Kepler-1426,1,14.2563227,,1697.81,
Kepler-1427 b,Kepler-1427,1,0.96897238,,,
Kepler-1428 b,Kepler-1428,1,10.67607169,,1530.32,
Kepler-1429 b,Kepler-1429,1,4.48487493,,1214.09,
Kepler-143 b,Kepler-143,2,16.007583,,809.467,
Kepler-143 c,Kepler-143,2,27.082511,,809.467,
Kepler-1430 b,Kepler-1430,1,2.46050993,,875.523,
Kepler-1431 b,Kepler-1431,1,5.86601526,,1623.24,
Kepler-1432 b,Kepler-1432,1,23.9109011,,2171.87,
Kepler-1433 b,Kepler-1433,1,4.13592271,,,
Kepler-1434 b,Kepler-1434,1,8.05333618,,775.529,
Kepler-1435 b,Kepler-1435,1,4.45343281,,704.211,
Kepler-1436 b,Kepler-1436,1,9.705716,,2530.62,
Kepler-1437 b,Kepler-1437,1,10.9295461,,2101.69,
Kepler-1438 b,Kepler-1438,1,2.31942009,,1154.13,
Kepler-1439 b,Kepler-1439,1,8.07392849,,225.393,
Kepler-144 b,Kepler-144,2,5.885273,,384.917,
Kepler-144 c,Kepler-144,2,10.104665,,384.917,
Kepler-1440 b,Kepler-1440,1,39.859484,,1115.35,
Kepler-1441 b,Kepler-1441,1,39.4419839,,1110.48,
Kepler-1442 b,Kepler-1442,1,81.4162941,,608.68,
Kepler-1443 b,Kepler-1443,1,2.41811321,,593.646,
Kepler-1444 b,Kepler-1444,1,33.42035034,,319.675,
Kepler-1445 b,Kepler-1445,1,10.60052251,,506.357,
Kepler-1446 b,Kepler-1446,1,0.68996783,,152.075,
Kepler-1447 b,Kepler-1447,1,56.6747285,,890.296,
Kepler-1448 b,Kepler-1448,1,12.27065865,,768.903,
Kepler-1449 b,Kepler-1449,1,13.2274528,,2006.48,
Kepler-1450 b,Kepler-1450,1,54.5094166,,505.829,
Kepler-1451 b,Kepler-1451,1,35.622233,,1058.72,
Kepler-1452 b,Kepler-1452,1,42.913751,,996.32,
Kepler-1453 b,Kepler-1453,1,47.1611696,,1196.04,
Kepler-1454 b,Kepler-1454,1,47.0319479,,780.566,
Kepler-1455 b,Kepler-1455,1,49.276764,,357.621,
Kepler-1456 b,Kepler-1456,1,18.1373829,,370.312,
Kepler-1457 b,Kepler-1457,1,51.1110243,,889.885,
Kepler-1458 b,Kepler-1458,1,47.9872764,,544.45,
Kepler-1459 b,Kepler-1459,1,62.8691611,,455.479,
Kepler-146 b,Kepler-146,2,31.158799,,716.797,
Kepler-146 c,Kepler-146,2,76.732171,,716.797,
Kepler-1460 b,Kepler-1460,1,29.9633247,,553.218,
Kepler-1461 b,Kepler-1461,1,29.3494775,,679.106,
Kepler-1462 b,Kepler-1462,1,65.6488341,,1017.82,
Kepler-1463 b,Kepler-1463,1,25.15864,,1687.47,
Kepler-1464 b,Kepler-1464,2,31.7785901,,1151.73,
Kepler-1464 c,Kepler-1464,2,5.32786292,,1151.73,
Kepler-1465 b,Kepler-1465,1,31.8277111,,359.497,
Kepler-1466 b,Kepler-1466,1,31.1750448,,631.949,
Kepler-1467 b,Kepler-1467,1,47.0569043,,852.888,
Kepler-1468 b,Kepler-1468,2,8.23984869,,1899.24,
Kepler-1468 c,Kepler-1468,2,3.54553021,,1899.24,
Kepler-1469 b,Kepler-1469,1,21.8635301,,1159.3,
Kepler-147 b,Kepler-147,2,12.610584,,1042.02,
Kepler-147 c,Kepler-147,2,33.416423,,1042.02,
Kepler-1470 b,Kepler-1470,1,16.2950903,,590.601,
Kepler-1471 b,Kepler-1471,1,3.63899398,,978.678,
Kepler-1472 b,Kepler-1472,1,38.1312831,,1479.14,
Kepler-1473 b,Kepler-1473,1,14.4273551,,652.253,
Kepler-1474 b,Kepler-1474,1,36.4333452,,1180.9,
Kepler-1475 b,Kepler-1475,1,82.177374,,1568.38,
Kepler-1476 b,Kepler-1476,1,10.35863224,,1002.74,
Kepler-1477 b,Kepler-1477,1,11.55530021,,680.828,
Kepler-1478 b,Kepler-1478,1,26.0840594,,1845.58,
Kepler-1479 b,Kepler-1479,1,14.53261362,,728.668,
Kepler-148 b,Kepler-148,3,1.729366,,791.163,
Kepler-148 c,Kepler-148,3,4.180043,,791.163,
Kepler-148 d,Kepler-148,3,51.84688575,,791.163,
Kepler-1480 b,Kepler-1480,1,22.12679948,,500.892,
Kepler-1481 b,Kepler-1481,1,5.94220998,,459.076,
Kepler-1482 b,Kepler-1482,1,12.25383217,,567.556,
Kepler-1483 b,Kepler-1483,1,9.5085156,,1273.78,
Kepler-1484 b,Kepler-1484,1,30.4549136,,2879.83,
Kepler-1485 b,Kepler-1485,1,19.9157725,,615.66,
Kepler-1486 b,Kepler-1486,1,54.6495759,,1769.14,
Kepler-1487 b,Kepler-1487,1,7.31946363,,1014.62,
Kepler-1488 b,Kepler-1488,1,39.8189932,,905.825,
Kepler-1489 b,Kepler-1489,1,82.294751,,1283.05,
Kepler-149 b,Kepler-149,3,29.198943,,571.034,
Kepler-149 c,Kepler-149,3,55.328328,,571.034,
Kepler-149 d,Kepler-149,3,160.018032,,571.034,
Kepler-1490 b,Kepler-1490,1,92.4362973,,862.92,
Kepler-1491 b,Kepler-1491,1,16.5861762,,2065.59,
Kepler-1492 b,Kepler-1492,1,16.75255007,,331.553,
Kepler-1493 b,Kepler-1493,1,15.0217983,,555.051,
Kepler-1494 b,Kepler-1494,1,91.080482,,1285.48,
Kepler-1495 b,Kepler-1495,1,85.273256,,1355.54,
Kepler-1496 b,Kepler-1496,1,64.6588017,,1307.66,
Kepler-1497 b,Kepler-1497,1,8.74199772,,,
Kepler-1498 b,Kepler-1498,1,48.051405,,,
Kepler-1499 b,Kepler-1499,1,44.2008,,309.869,
Kepler-150 b,Kepler-150,5,3.428054,,891.092,
Kepler-150 c,Kepler-150,5,7.381998,,891.092,
Kepler-150 d,Kepler-150,5,12.56093,,891.092,
Kepler-150 e,Kepler-150,5,30.826557,,891.092,
Kepler-150 f,Kepler-150,5,637.2093,,891.092,
Kepler-1500 b,Kepler-1500,1,15.0330105,,1217.82,
Kepler-1501 b,Kepler-1501,1,14.5564533,,749.06,
Kepler-1502 b,Kepler-1502,1,41.7083629,,1514.02,
Kepler-1503 b,Kepler-1503,1,96.16987,,1225.57,
Kepler-1504 b,Kepler-1504,1,82.304003,,2435.94,
Kepler-1505 b,Kepler-1505,1,30.8609366,,495.148,
Kepler-1506 b,Kepler-1506,1,14.0329154,,2366.02,
Kepler-1507 b,Kepler-1507,1,16.0506213,,320.478,
Kepler-1508 b,Kepler-1508,1,20.7056504,,1260.28,
Kepler-1509 b,Kepler-1509,1,25.4338197,,2002.96,
Kepler-151 b,Kepler-151,2,15.228958,,649.919,
Kepler-151 c,Kepler-151,2,24.674612,,649.919,
Kepler-1510 b,Kepler-1510,1,84.703921,,1696.25,
Kepler-1511 b,Kepler-1511,1,23.2382792,,1475.6,
Kepler-1512 b,Kepler-1512,1,20.35972599,,,
Kepler-1513 b,Kepler-1513,1,160.8846509,,349.247,
Kepler-1514 c,Kepler-1514,2,10.514181,1066.0,397.292,
Kepler-1515 b,Kepler-1515,1,214.3114164,,539.321,
Kepler-1516 b,Kepler-1516,1,7.25931979,,1358.95,
Kepler-1517 b,Kepler-1517,1,5.54608367,,847.299,
Kepler-1518 b,Kepler-1518,1,5.11177904,,903.51,
